Day,Date,Rank,Gross,% ,+/-,YD,Theaters,Gross-to-Date,Day #,MovieName,Image
Tue,2008-07-08,7,"$701,005",+0.1%,-32.5%,"3,043",$230,"$126,242,625",26,The Incredible Hulk,https://i.annihil.us/u/prod/marvel/i/mg/e/f0/521f75adeadc2/portrait_incredible.jpg
Wed,2008-07-09,7,"$699,435",-0.2%,-3.3%,"3,043",$230,"$126,942,060",27,The Incredible Hulk,https://i.annihil.us/u/prod/marvel/i/mg/e/f0/521f75adeadc2/portrait_incredible.jpg
Thu,2008-07-10,7,"$639,030",-8.6%,-35.9%,"3,043",$210,"$127,581,090",28,The Incredible Hulk,https://i.annihil.us/u/prod/marvel/i/mg/e/f0/521f75adeadc2/portrait_incredible.jpg
Fri,2008-07-11,10,"$690,475",+8.1%,-45.3%,"1,945",$355,"$128,271,565",29,The Incredible Hulk,https://i.annihil.us/u/prod/marvel/i/mg/e/f0/521f75adeadc2/portrait_incredible.jpg
Sat,2008-07-12,10,"$943,395",+36.6%,-55.4%,"1,945",$485,"$129,214,960",30,The Incredible Hulk,https://i.annihil.us/u/prod/marvel/i/mg/e/f0/521f75adeadc2/portrait_incredible.jpg
Sun,2008-07-13,9,"$690,475",-26.8%,-54.6%,"1,945",$355,"$129,905,435",31,The Incredible Hulk,https://i.annihil.us/u/prod/marvel/i/mg/e/f0/521f75adeadc2/portrait_incredible.jpg
Mon,2008-07-14,10,"$330,650",-52.1%,-52.8%,"1,945",$170,"$130,236,085",32,The Incredible Hulk,https://i.annihil.us/u/prod/marvel/i/mg/e/f0/521f75adeadc2/portrait_incredible.jpg
Tue,2008-07-15,10,"$319,995",-3.2%,-54.4%,"1,945",$165,"$130,556,080",33,The Incredible Hulk,https://i.annihil.us/u/prod/marvel/i/mg/e/f0/521f75adeadc2/portrait_incredible.jpg
Wed,2008-07-16,10,"$312,125",-2.5%,-55.4%,"1,945",$160,"$130,868,205",34,The Incredible Hulk,https://i.annihil.us/u/prod/marvel/i/mg/e/f0/521f75adeadc2/portrait_incredible.jpg
Thu,2008-07-17,11,"$272,445",-12.7%,-57.4%,"1,945",$140,"$131,140,650",35,The Incredible Hulk,https://i.annihil.us/u/prod/marvel/i/mg/e/f0/521f75adeadc2/portrait_incredible.jpg
Fri,2008-07-18,15,"$196,785",-27.8%,-71.5%,656,$300,"$131,337,435",36,The Incredible Hulk,https://i.annihil.us/u/prod/marvel/i/mg/e/f0/521f75adeadc2/portrait_incredible.jpg
Sat,2008-07-19,15,"$249,280",+26.7%,-73.6%,656,$380,"$131,586,715",37,The Incredible Hulk,https://i.annihil.us/u/prod/marvel/i/mg/e/f0/521f75adeadc2/portrait_incredible.jpg
Sun,2008-07-20,15,"$180,450",-27.6%,-73.9%,656,$275,"$131,767,165",38,The Incredible Hulk,https://i.annihil.us/u/prod/marvel/i/mg/e/f0/521f75adeadc2/portrait_incredible.jpg
Mon,2008-07-21,15,"$88,560",-50.9%,-73.2%,656,$135,"$131,855,725",39,The Incredible Hulk,https://i.annihil.us/u/prod/marvel/i/mg/e/f0/521f75adeadc2/portrait_incredible.jpg
Tue,2008-07-22,15,"$85,280",-3.7%,-73.3%,656,$130,"$131,941,005",40,The Incredible Hulk,https://i.annihil.us/u/prod/marvel/i/mg/e/f0/521f75adeadc2/portrait_incredible.jpg
Wed,2008-07-23,15,"$85,335",+0.1%,-72.7%,656,$130,"$132,026,340",41,The Incredible Hulk,https://i.annihil.us/u/prod/marvel/i/mg/e/f0/521f75adeadc2/portrait_incredible.jpg
Thu,2008-07-24,15,"$91,840",+7.6%,-66.3%,656,$140,"$132,118,180",42,The Incredible Hulk,https://i.annihil.us/u/prod/marvel/i/mg/e/f0/521f75adeadc2/portrait_incredible.jpg
Fri,2008-07-25,17,"$128,960",+40.4%,-34.5%,403,$320,"$132,247,140",43,The Incredible Hulk,https://i.annihil.us/u/prod/marvel/i/mg/e/f0/521f75adeadc2/portrait_incredible.jpg
Sat,2008-07-26,16,"$167,245",+29.7%,-32.9%,403,$415,"$132,414,385",44,The Incredible Hulk,https://i.annihil.us/u/prod/marvel/i/mg/e/f0/521f75adeadc2/portrait_incredible.jpg
Sun,2008-07-27,16,"$126,945",-24.1%,-29.7%,403,$315,"$132,541,330",45,The Incredible Hulk,https://i.annihil.us/u/prod/marvel/i/mg/e/f0/521f75adeadc2/portrait_incredible.jpg
Mon,2008-07-28,16,"$64,480",-49.2%,-27.2%,403,$160,"$132,605,810",46,The Incredible Hulk,https://i.annihil.us/u/prod/marvel/i/mg/e/f0/521f75adeadc2/portrait_incredible.jpg
Tue,2008-07-29,16,"$68,605",+6.4%,-19.6%,403,$170,"$132,674,415",47,The Incredible Hulk,https://i.annihil.us/u/prod/marvel/i/mg/e/f0/521f75adeadc2/portrait_incredible.jpg
Wed,2008-07-30,16,"$68,450",-0.2%,-19.8%,403,$170,"$132,742,865",48,The Incredible Hulk,https://i.annihil.us/u/prod/marvel/i/mg/e/f0/521f75adeadc2/portrait_incredible.jpg
Thu,2008-07-31,16,"$62,465",-8.7%,-32.0%,403,$155,"$132,805,330",49,The Incredible Hulk,https://i.annihil.us/u/prod/marvel/i/mg/e/f0/521f75adeadc2/portrait_incredible.jpg
Fri,2008-08-01,17,"$159,280",+155.0%,+23.5%,362,$440,"$132,964,610",50,The Incredible Hulk,https://i.annihil.us/u/prod/marvel/i/mg/e/f0/521f75adeadc2/portrait_incredible.jpg
Sat,2008-08-02,17,"$190,050",+19.3%,+13.6%,362,$525,"$133,154,660",51,The Incredible Hulk,https://i.annihil.us/u/prod/marvel/i/mg/e/f0/521f75adeadc2/portrait_incredible.jpg
Sun,2008-08-03,17,"$128,510",-32.4%,+1.2%,362,$355,"$133,283,170",52,The Incredible Hulk,https://i.annihil.us/u/prod/marvel/i/mg/e/f0/521f75adeadc2/portrait_incredible.jpg
Mon,2008-08-04,18,"$72,395",-43.7%,+12.3%,362,$200,"$133,355,565",53,The Incredible Hulk,https://i.annihil.us/u/prod/marvel/i/mg/e/f0/521f75adeadc2/portrait_incredible.jpg
Tue,2008-08-05,18,"$72,445",+0.1%,+5.6%,362,$200,"$133,428,010",54,The Incredible Hulk,https://i.annihil.us/u/prod/marvel/i/mg/e/f0/521f75adeadc2/portrait_incredible.jpg
Wed,2008-08-06,20,"$52,965",-26.9%,-22.6%,321,$165,"$133,480,975",55,The Incredible Hulk,https://i.annihil.us/u/prod/marvel/i/mg/e/f0/521f75adeadc2/portrait_incredible.jpg
Thu,2008-08-07,20,"$54,570",+3.0%,-12.6%,321,$170,"$133,535,545",56,The Incredible Hulk,https://i.annihil.us/u/prod/marvel/i/mg/e/f0/521f75adeadc2/portrait_incredible.jpg
Fri,2008-08-08,-,"$86,320",+58.2%,-45.8%,332,$260,"$133,621,865",57,The Incredible Hulk,https://i.annihil.us/u/prod/marvel/i/mg/e/f0/521f75adeadc2/portrait_incredible.jpg
Sat,2008-08-09,-,"$136,115",+57.7%,-28.4%,332,$410,"$133,757,980",58,The Incredible Hulk,https://i.annihil.us/u/prod/marvel/i/mg/e/f0/521f75adeadc2/portrait_incredible.jpg
Sun,2008-08-10,-,"$86,355",-36.6%,-32.8%,332,$260,"$133,844,335",59,The Incredible Hulk,https://i.annihil.us/u/prod/marvel/i/mg/e/f0/521f75adeadc2/portrait_incredible.jpg
Mon,2008-08-11,-,"$41,500",-51.9%,-42.7%,332,$125,"$133,885,835",60,The Incredible Hulk,https://i.annihil.us/u/prod/marvel/i/mg/e/f0/521f75adeadc2/portrait_incredible.jpg
Tue,2008-08-12,-,"$46,595",+12.3%,-35.7%,332,$140,"$133,932,430",61,The Incredible Hulk,https://i.annihil.us/u/prod/marvel/i/mg/e/f0/521f75adeadc2/portrait_incredible.jpg
Wed,2008-08-13,-,"$38,495",-17.4%,-27.3%,308,$125,"$133,970,925",62,The Incredible Hulk,https://i.annihil.us/u/prod/marvel/i/mg/e/f0/521f75adeadc2/portrait_incredible.jpg
Thu,2008-08-14,-,"$38,445",-0.1%,-29.5%,308,$125,"$134,009,370",63,The Incredible Hulk,https://i.annihil.us/u/prod/marvel/i/mg/e/f0/521f75adeadc2/portrait_incredible.jpg
Fri,2008-08-15,-,"$51,300",+33.4%,-40.6%,228,$225,"$134,060,670",64,The Incredible Hulk,https://i.annihil.us/u/prod/marvel/i/mg/e/f0/521f75adeadc2/portrait_incredible.jpg
Sat,2008-08-16,-,"$76,380",+48.9%,-43.9%,228,$335,"$134,137,050",65,The Incredible Hulk,https://i.annihil.us/u/prod/marvel/i/mg/e/f0/521f75adeadc2/portrait_incredible.jpg
Sun,2008-08-17,-,"$52,440",-31.3%,-39.3%,228,$230,"$134,189,490",66,The Incredible Hulk,https://i.annihil.us/u/prod/marvel/i/mg/e/f0/521f75adeadc2/portrait_incredible.jpg
Mon,2008-08-18,-,"$21,660",-58.7%,-47.8%,228,$95,"$134,211,150",67,The Incredible Hulk,https://i.annihil.us/u/prod/marvel/i/mg/e/f0/521f75adeadc2/portrait_incredible.jpg
Tue,2008-08-19,-,"$25,080",+15.8%,-46.2%,228,$110,"$134,236,230",68,The Incredible Hulk,https://i.annihil.us/u/prod/marvel/i/mg/e/f0/521f75adeadc2/portrait_incredible.jpg
Wed,2008-08-20,-,"$23,895",-4.7%,-37.9%,228,$105,"$134,260,125",69,The Incredible Hulk,https://i.annihil.us/u/prod/marvel/i/mg/e/f0/521f75adeadc2/portrait_incredible.jpg
Thu,2008-08-21,-,"$23,940",+0.2%,-37.7%,228,$105,"$134,284,065",70,The Incredible Hulk,https://i.annihil.us/u/prod/marvel/i/mg/e/f0/521f75adeadc2/portrait_incredible.jpg
Fri,2008-08-22,-,"$29,445",+23.0%,-42.6%,151,$195,"$134,313,510",71,The Incredible Hulk,https://i.annihil.us/u/prod/marvel/i/mg/e/f0/521f75adeadc2/portrait_incredible.jpg
Sat,2008-08-23,-,"$46,055",+56.4%,-39.7%,151,$305,"$134,359,565",72,The Incredible Hulk,https://i.annihil.us/u/prod/marvel/i/mg/e/f0/521f75adeadc2/portrait_incredible.jpg
Sun,2008-08-24,-,"$27,935",-39.3%,-46.7%,151,$185,"$134,387,500",73,The Incredible Hulk,https://i.annihil.us/u/prod/marvel/i/mg/e/f0/521f75adeadc2/portrait_incredible.jpg
Mon,2008-08-25,-,"$10,570",-62.2%,-51.2%,151,$70,"$134,398,070",74,The Incredible Hulk,https://i.annihil.us/u/prod/marvel/i/mg/e/f0/521f75adeadc2/portrait_incredible.jpg
Tue,2008-08-26,-,"$9,815",-7.1%,-60.9%,151,$65,"$134,407,885",75,The Incredible Hulk,https://i.annihil.us/u/prod/marvel/i/mg/e/f0/521f75adeadc2/portrait_incredible.jpg
Wed,2008-08-27,-,"$9,230",-6.0%,-61.4%,142,$65,"$134,417,115",76,The Incredible Hulk,https://i.annihil.us/u/prod/marvel/i/mg/e/f0/521f75adeadc2/portrait_incredible.jpg
Thu,2008-08-28,-,"$9,815",+6.3%,-59.0%,142,$69,"$134,426,930",77,The Incredible Hulk,https://i.annihil.us/u/prod/marvel/i/mg/e/f0/521f75adeadc2/portrait_incredible.jpg
Fri,2008-08-29,-,"$15,485",+57.8%,-47.4%,100,$155,"$134,442,415",78,The Incredible Hulk,https://i.annihil.us/u/prod/marvel/i/mg/e/f0/521f75adeadc2/portrait_incredible.jpg
Sat,2008-08-30,-,"$27,510",+77.7%,-40.3%,100,$275,"$134,469,925",79,The Incredible Hulk,https://i.annihil.us/u/prod/marvel/i/mg/e/f0/521f75adeadc2/portrait_incredible.jpg
Sun,2008-08-31,-,"$30,500",+10.9%,+9.2%,100,$305,"$134,500,425",80,The Incredible Hulk,https://i.annihil.us/u/prod/marvel/i/mg/e/f0/521f75adeadc2/portrait_incredible.jpg
Mon,2008-09-01,-,"$17,965",-41.1%,+70.0%,100,$180,"$134,518,390",81,The Incredible Hulk,https://i.annihil.us/u/prod/marvel/i/mg/e/f0/521f75adeadc2/portrait_incredible.jpg
Tue,2008-09-02,-,"$4,995",-72.2%,-49.1%,100,$50,"$134,523,385",82,The Incredible Hulk,https://i.annihil.us/u/prod/marvel/i/mg/e/f0/521f75adeadc2/portrait_incredible.jpg
Wed,2008-09-03,-,"$5,495",+10.0%,-40.5%,100,$55,"$134,528,880",83,The Incredible Hulk,https://i.annihil.us/u/prod/marvel/i/mg/e/f0/521f75adeadc2/portrait_incredible.jpg
Thu,2008-09-04,-,"$5,005",-8.9%,-49.0%,100,$50,"$134,533,885",84,The Incredible Hulk,https://i.annihil.us/u/prod/marvel/i/mg/e/f0/521f75adeadc2/portrait_incredible.jpg
Fri,2016-05-06,1,"$75,502,161",-,-,"4,226","$17,866","$75,502,161",1,Captain America: Civil War,https://i.annihil.us/u/prod/marvel/i/mg/4/c0/569e62f835d97/portrait_incredible.jpg
Sat,2016-05-07,1,"$61,209,001",-18.9%,-,"4,226","$14,484","$136,711,162",2,Captain America: Civil War,https://i.annihil.us/u/prod/marvel/i/mg/4/c0/569e62f835d97/portrait_incredible.jpg
Sun,2016-05-08,1,"$42,427,980",-30.7%,-,"4,226","$10,040","$179,139,142",3,Captain America: Civil War,https://i.annihil.us/u/prod/marvel/i/mg/4/c0/569e62f835d97/portrait_incredible.jpg
Mon,2016-05-09,1,"$13,291,876",-68.7%,-,"4,226","$3,145","$192,431,018",4,Captain America: Civil War,https://i.annihil.us/u/prod/marvel/i/mg/4/c0/569e62f835d97/portrait_incredible.jpg
Tue,2016-05-10,1,"$13,761,120",+3.5%,-,"4,226","$3,256","$206,192,138",5,Captain America: Civil War,https://i.annihil.us/u/prod/marvel/i/mg/4/c0/569e62f835d97/portrait_incredible.jpg
Wed,2016-05-11,1,"$8,976,371",-34.8%,-,"4,226","$2,124","$215,168,509",6,Captain America: Civil War,https://i.annihil.us/u/prod/marvel/i/mg/4/c0/569e62f835d97/portrait_incredible.jpg
Thu,2016-05-12,1,"$8,160,569",-9.1%,-,"4,226","$1,931","$223,329,078",7,Captain America: Civil War,https://i.annihil.us/u/prod/marvel/i/mg/4/c0/569e62f835d97/portrait_incredible.jpg
Fri,2016-05-13,1,"$19,612,028",+140.3%,-74.0%,"4,226","$4,641","$242,941,106",8,Captain America: Civil War,https://i.annihil.us/u/prod/marvel/i/mg/4/c0/569e62f835d97/portrait_incredible.jpg
Sat,2016-05-14,1,"$31,960,342",+63.0%,-47.8%,"4,226","$7,563","$274,901,448",9,Captain America: Civil War,https://i.annihil.us/u/prod/marvel/i/mg/4/c0/569e62f835d97/portrait_incredible.jpg
Sun,2016-05-15,1,"$21,064,772",-34.1%,-50.4%,"4,226","$4,985","$295,966,220",10,Captain America: Civil War,https://i.annihil.us/u/prod/marvel/i/mg/4/c0/569e62f835d97/portrait_incredible.jpg
Mon,2016-05-16,1,"$4,751,083",-77.4%,-64.3%,"4,226","$1,124","$300,717,303",11,Captain America: Civil War,https://i.annihil.us/u/prod/marvel/i/mg/4/c0/569e62f835d97/portrait_incredible.jpg
Tue,2016-05-17,1,"$5,928,602",+24.8%,-56.9%,"4,226","$1,403","$306,645,905",12,Captain America: Civil War,https://i.annihil.us/u/prod/marvel/i/mg/4/c0/569e62f835d97/portrait_incredible.jpg
Wed,2016-05-18,1,"$3,899,984",-34.2%,-56.6%,"4,226",$923,"$310,545,889",13,Captain America: Civil War,https://i.annihil.us/u/prod/marvel/i/mg/4/c0/569e62f835d97/portrait_incredible.jpg
Thu,2016-05-19,1,"$3,730,264",-4.4%,-54.3%,"4,226",$883,"$314,276,153",14,Captain America: Civil War,https://i.annihil.us/u/prod/marvel/i/mg/4/c0/569e62f835d97/portrait_incredible.jpg
Fri,2016-05-20,3,"$8,612,395",+130.9%,-56.1%,"4,226","$2,038","$322,888,548",15,Captain America: Civil War,https://i.annihil.us/u/prod/marvel/i/mg/4/c0/569e62f835d97/portrait_incredible.jpg
Sat,2016-05-21,2,"$14,623,025",+69.8%,-54.2%,"4,226","$3,460","$337,511,573",16,Captain America: Civil War,https://i.annihil.us/u/prod/marvel/i/mg/4/c0/569e62f835d97/portrait_incredible.jpg
Sun,2016-05-22,2,"$9,704,319",-33.6%,-53.9%,"4,226","$2,296","$347,215,892",17,Captain America: Civil War,https://i.annihil.us/u/prod/marvel/i/mg/4/c0/569e62f835d97/portrait_incredible.jpg
Mon,2016-05-23,1,"$3,020,789",-68.9%,-36.4%,"4,226",$715,"$350,236,681",18,Captain America: Civil War,https://i.annihil.us/u/prod/marvel/i/mg/4/c0/569e62f835d97/portrait_incredible.jpg
Tue,2016-05-24,1,"$2,889,710",-4.3%,-51.3%,"4,226",$684,"$353,126,391",19,Captain America: Civil War,https://i.annihil.us/u/prod/marvel/i/mg/4/c0/569e62f835d97/portrait_incredible.jpg
Wed,2016-05-25,1,"$2,272,708",-21.4%,-41.7%,"4,226",$538,"$355,399,099",20,Captain America: Civil War,https://i.annihil.us/u/prod/marvel/i/mg/4/c0/569e62f835d97/portrait_incredible.jpg
Thu,2016-05-26,1,"$2,076,849",-8.6%,-44.3%,"4,226",$491,"$357,475,948",21,Captain America: Civil War,https://i.annihil.us/u/prod/marvel/i/mg/4/c0/569e62f835d97/portrait_incredible.jpg
Fri,2016-05-27,4,"$4,046,772",+94.9%,-53.0%,"3,395","$1,192","$361,522,720",22,Captain America: Civil War,https://i.annihil.us/u/prod/marvel/i/mg/4/c0/569e62f835d97/portrait_incredible.jpg
Sat,2016-05-28,4,"$5,793,941",+43.2%,-60.4%,"3,395","$1,707","$367,316,661",23,Captain America: Civil War,https://i.annihil.us/u/prod/marvel/i/mg/4/c0/569e62f835d97/portrait_incredible.jpg
Sun,2016-05-29,4,"$5,555,011",-4.1%,-42.8%,"3,395","$1,636","$372,871,672",24,Captain America: Civil War,https://i.annihil.us/u/prod/marvel/i/mg/4/c0/569e62f835d97/portrait_incredible.jpg
Mon,2016-05-30,4,"$4,608,785",-17.0%,+52.6%,"3,395","$1,358","$377,480,457",25,Captain America: Civil War,https://i.annihil.us/u/prod/marvel/i/mg/4/c0/569e62f835d97/portrait_incredible.jpg
Tue,2016-05-31,4,"$1,548,605",-66.4%,-46.4%,"3,395",$456,"$379,029,062",26,Captain America: Civil War,https://i.annihil.us/u/prod/marvel/i/mg/4/c0/569e62f835d97/portrait_incredible.jpg
Wed,2016-06-01,4,"$1,201,806",-22.4%,-47.1%,"3,395",$354,"$380,230,868",27,Captain America: Civil War,https://i.annihil.us/u/prod/marvel/i/mg/4/c0/569e62f835d97/portrait_incredible.jpg
Thu,2016-06-02,4,"$1,118,289",-6.9%,-46.2%,"3,395",$329,"$381,349,157",28,Captain America: Civil War,https://i.annihil.us/u/prod/marvel/i/mg/4/c0/569e62f835d97/portrait_incredible.jpg
Fri,2016-06-03,6,"$2,096,013",+87.4%,-48.2%,"3,084",$680,"$383,445,170",29,Captain America: Civil War,https://i.annihil.us/u/prod/marvel/i/mg/4/c0/569e62f835d97/portrait_incredible.jpg
Sat,2016-06-04,6,"$3,311,126",+58.0%,-42.9%,"3,084","$1,074","$386,756,296",30,Captain America: Civil War,https://i.annihil.us/u/prod/marvel/i/mg/4/c0/569e62f835d97/portrait_incredible.jpg
Sun,2016-06-05,6,"$2,422,340",-26.8%,-56.4%,"3,084",$785,"$389,178,636",31,Captain America: Civil War,https://i.annihil.us/u/prod/marvel/i/mg/4/c0/569e62f835d97/portrait_incredible.jpg
Mon,2016-06-06,6,"$837,255",-65.4%,-81.8%,"3,084",$271,"$390,015,891",32,Captain America: Civil War,https://i.annihil.us/u/prod/marvel/i/mg/4/c0/569e62f835d97/portrait_incredible.jpg
Tue,2016-06-07,6,"$995,368",+18.9%,-35.7%,"3,084",$323,"$391,011,259",33,Captain America: Civil War,https://i.annihil.us/u/prod/marvel/i/mg/4/c0/569e62f835d97/portrait_incredible.jpg
Wed,2016-06-08,6,"$772,948",-22.3%,-35.7%,"3,084",$251,"$391,784,207",34,Captain America: Civil War,https://i.annihil.us/u/prod/marvel/i/mg/4/c0/569e62f835d97/portrait_incredible.jpg
Thu,2016-06-09,6,"$772,941",-,-30.9%,"3,084",$251,"$392,557,148",35,Captain America: Civil War,https://i.annihil.us/u/prod/marvel/i/mg/4/c0/569e62f835d97/portrait_incredible.jpg
Fri,2016-06-10,9,"$1,169,004",+51.2%,-44.2%,"2,101",$556,"$393,726,152",36,Captain America: Civil War,https://i.annihil.us/u/prod/marvel/i/mg/4/c0/569e62f835d97/portrait_incredible.jpg
Sat,2016-06-11,9,"$1,884,866",+61.2%,-43.1%,"2,101",$897,"$395,611,018",37,Captain America: Civil War,https://i.annihil.us/u/prod/marvel/i/mg/4/c0/569e62f835d97/portrait_incredible.jpg
Sun,2016-06-12,9,"$1,260,472",-33.1%,-48.0%,"2,101",$600,"$396,871,490",38,Captain America: Civil War,https://i.annihil.us/u/prod/marvel/i/mg/4/c0/569e62f835d97/portrait_incredible.jpg
Mon,2016-06-13,9,"$484,771",-61.5%,-42.1%,"2,101",$231,"$397,356,261",39,Captain America: Civil War,https://i.annihil.us/u/prod/marvel/i/mg/4/c0/569e62f835d97/portrait_incredible.jpg
Tue,2016-06-14,9,"$636,173",+31.2%,-36.1%,"2,101",$303,"$397,992,434",40,Captain America: Civil War,https://i.annihil.us/u/prod/marvel/i/mg/4/c0/569e62f835d97/portrait_incredible.jpg
Wed,2016-06-15,9,"$548,482",-13.8%,-29.0%,"2,101",$261,"$398,540,916",41,Captain America: Civil War,https://i.annihil.us/u/prod/marvel/i/mg/4/c0/569e62f835d97/portrait_incredible.jpg
Thu,2016-06-16,9,"$440,053",-19.8%,-43.1%,"2,101",$209,"$398,980,969",42,Captain America: Civil War,https://i.annihil.us/u/prod/marvel/i/mg/4/c0/569e62f835d97/portrait_incredible.jpg
Fri,2016-06-17,10,"$582,077",+32.3%,-50.2%,"1,434",$406,"$399,563,046",43,Captain America: Civil War,https://i.annihil.us/u/prod/marvel/i/mg/4/c0/569e62f835d97/portrait_incredible.jpg
Sat,2016-06-18,10,"$855,756",+47.0%,-54.6%,"1,434",$597,"$400,418,802",44,Captain America: Civil War,https://i.annihil.us/u/prod/marvel/i/mg/4/c0/569e62f835d97/portrait_incredible.jpg
Sun,2016-06-19,9,"$893,789",+4.4%,-29.1%,"1,434",$623,"$401,312,591",45,Captain America: Civil War,https://i.annihil.us/u/prod/marvel/i/mg/4/c0/569e62f835d97/portrait_incredible.jpg
Mon,2016-06-20,10,"$302,031",-66.2%,-37.7%,"1,434",$211,"$401,614,622",46,Captain America: Civil War,https://i.annihil.us/u/prod/marvel/i/mg/4/c0/569e62f835d97/portrait_incredible.jpg
Tue,2016-06-21,11,"$329,956",+9.2%,-48.1%,"1,434",$230,"$401,944,578",47,Captain America: Civil War,https://i.annihil.us/u/prod/marvel/i/mg/4/c0/569e62f835d97/portrait_incredible.jpg
Wed,2016-06-22,11,"$281,124",-14.8%,-48.7%,"1,434",$196,"$402,225,702",48,Captain America: Civil War,https://i.annihil.us/u/prod/marvel/i/mg/4/c0/569e62f835d97/portrait_incredible.jpg
Thu,2016-06-23,11,"$263,028",-6.4%,-40.2%,"1,434",$183,"$402,488,730",49,Captain America: Civil War,https://i.annihil.us/u/prod/marvel/i/mg/4/c0/569e62f835d97/portrait_incredible.jpg
Fri,2016-06-24,-,"$425,282",+61.7%,-26.9%,753,$565,"$402,914,012",50,Captain America: Civil War,https://i.annihil.us/u/prod/marvel/i/mg/4/c0/569e62f835d97/portrait_incredible.jpg
Sat,2016-06-25,-,"$588,276",+38.3%,-31.3%,753,$781,"$403,502,288",51,Captain America: Civil War,https://i.annihil.us/u/prod/marvel/i/mg/4/c0/569e62f835d97/portrait_incredible.jpg
Sun,2016-06-26,12,"$355,000",-39.7%,-60.3%,753,$471,"$403,857,288",52,Captain America: Civil War,https://i.annihil.us/u/prod/marvel/i/mg/4/c0/569e62f835d97/portrait_incredible.jpg
Mon,2016-06-27,-,"$183,666",-48.3%,-39.2%,753,$244,"$404,040,954",53,Captain America: Civil War,https://i.annihil.us/u/prod/marvel/i/mg/4/c0/569e62f835d97/portrait_incredible.jpg
Tue,2016-06-28,-,"$229,335",+24.9%,-30.5%,753,$305,"$404,270,289",54,Captain America: Civil War,https://i.annihil.us/u/prod/marvel/i/mg/4/c0/569e62f835d97/portrait_incredible.jpg
Wed,2016-06-29,-,"$217,363",-5.2%,-22.7%,753,$289,"$404,487,652",55,Captain America: Civil War,https://i.annihil.us/u/prod/marvel/i/mg/4/c0/569e62f835d97/portrait_incredible.jpg
Thu,2016-06-30,-,"$160,736",-26.1%,-38.9%,753,$213,"$404,648,388",56,Captain America: Civil War,https://i.annihil.us/u/prod/marvel/i/mg/4/c0/569e62f835d97/portrait_incredible.jpg
Fri,2016-07-01,-,"$215,671",+34.2%,-49.3%,367,$588,"$404,864,059",57,Captain America: Civil War,https://i.annihil.us/u/prod/marvel/i/mg/4/c0/569e62f835d97/portrait_incredible.jpg
Sat,2016-07-02,-,"$307,133",+42.4%,-47.8%,367,$837,"$405,171,192",58,Captain America: Civil War,https://i.annihil.us/u/prod/marvel/i/mg/4/c0/569e62f835d97/portrait_incredible.jpg
Sun,2016-07-03,-,"$247,775",-19.3%,-30.2%,367,$675,"$405,418,967",59,Captain America: Civil War,https://i.annihil.us/u/prod/marvel/i/mg/4/c0/569e62f835d97/portrait_incredible.jpg
Mon,2016-07-04,-,"$180,650",-27.1%,-1.6%,367,$492,"$405,599,617",60,Captain America: Civil War,https://i.annihil.us/u/prod/marvel/i/mg/4/c0/569e62f835d97/portrait_incredible.jpg
Tue,2016-07-05,-,"$131,064",-27.4%,-42.9%,367,$357,"$405,730,681",61,Captain America: Civil War,https://i.annihil.us/u/prod/marvel/i/mg/4/c0/569e62f835d97/portrait_incredible.jpg
Wed,2016-07-06,-,"$115,631",-11.8%,-46.8%,367,$315,"$405,846,312",62,Captain America: Civil War,https://i.annihil.us/u/prod/marvel/i/mg/4/c0/569e62f835d97/portrait_incredible.jpg
Thu,2016-07-07,-,"$86,852",-24.9%,-46.0%,367,$237,"$405,933,164",63,Captain America: Civil War,https://i.annihil.us/u/prod/marvel/i/mg/4/c0/569e62f835d97/portrait_incredible.jpg
Fri,2016-07-08,-,"$83,589",-3.8%,-61.2%,238,$351,"$406,016,753",64,Captain America: Civil War,https://i.annihil.us/u/prod/marvel/i/mg/4/c0/569e62f835d97/portrait_incredible.jpg
Sat,2016-07-09,-,"$125,342",+50.0%,-59.2%,238,$527,"$406,142,095",65,Captain America: Civil War,https://i.annihil.us/u/prod/marvel/i/mg/4/c0/569e62f835d97/portrait_incredible.jpg
Sun,2016-07-10,-,"$84,286",-32.8%,-66.0%,238,$354,"$406,226,381",66,Captain America: Civil War,https://i.annihil.us/u/prod/marvel/i/mg/4/c0/569e62f835d97/portrait_incredible.jpg
Mon,2016-07-11,-,"$40,987",-51.4%,-77.3%,238,$172,"$406,267,368",67,Captain America: Civil War,https://i.annihil.us/u/prod/marvel/i/mg/4/c0/569e62f835d97/portrait_incredible.jpg
Tue,2016-07-12,-,"$45,003",+9.8%,-65.7%,238,$189,"$406,312,371",68,Captain America: Civil War,https://i.annihil.us/u/prod/marvel/i/mg/4/c0/569e62f835d97/portrait_incredible.jpg
Wed,2016-07-13,-,"$40,041",-11.0%,-65.4%,238,$168,"$406,352,412",69,Captain America: Civil War,https://i.annihil.us/u/prod/marvel/i/mg/4/c0/569e62f835d97/portrait_incredible.jpg
Thu,2016-07-14,-,"$41,782",+4.3%,-51.9%,238,$176,"$406,394,194",70,Captain America: Civil War,https://i.annihil.us/u/prod/marvel/i/mg/4/c0/569e62f835d97/portrait_incredible.jpg
Fri,2016-07-15,-,"$51,682",+23.7%,-38.2%,184,$281,"$406,445,876",71,Captain America: Civil War,https://i.annihil.us/u/prod/marvel/i/mg/4/c0/569e62f835d97/portrait_incredible.jpg
